"A09;Tomo I — Energia Eólica Offshore;Eólica offshore e embarcações especializadas;Avaliar a evolução e as perspectivas da geração eólica offshore no Brasil"," identificando instalações"," embarcações de apoio e de transporte de turbinas e os requisitos para uma cadeia naval associada.;M1;""M2; M3"";""Nota temática; tipologia de embarcações; mapa de oportunidades; cenários de demanda."";Compatibilização com regulação energética e com a infraestrutura portuária.;""eólica offshore; energia oceânica; embarcações especializadas"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A10;Tomo I — Defesa Naval;Programas navais"," defesa e demanda industrial;Examinar os programas navais brasileiros e experiências internacionais"," com foco em offset"," clusters"," conteúdo local"," inovação"," soberania tecnológica e cenários de demanda para a construção militar.;M1;""M3; M2"";""Página de defesa naval; matriz de programas; lições internacionais; cenário de demanda."";Definição do nível de abertura das informações sensíveis e validação institucional.;""defesa naval; offset; clusters; conteúdo local"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A11;Tomo I — Descarbonização Marítima;Metas"," estratégias e governança da descarbonização marítima;Sistematizar o processo mundial de descarbonização"," as metas da IMO e as estratégias nacionais e regionais"," identificando respostas de armadores"," operadores"," portos e fornecedores de energia.;M3;""M1; M2"";""Linha do tempo regulatória; quadro de estratégias; mapa de atores; resumo público."";Validação das fontes regulatórias e da terminologia de transição energética.;""descarbonização; IMO; regulação; transição energética"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A12;Tomo I — Descarbonização Marítima;Tecnologias de eficiência e combustíveis alternativos;Classificar tecnologias emergentes de projeto"," propulsão"," operação"," digitalização e infraestrutura de abastecimento aplicáveis a embarcações e unidades offshore"," indicando maturidade e implicações industriais.;M1;""M3; M2"";""Matriz tecnológica; fichas de tecnologias; glossário; quadro de infraestrutura."";Critérios comuns de maturidade tecnológica"," eficiência e aplicabilidade.;""combustíveis alternativos; eficiência energética; digitalização"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A13;Tomo I — Descarbonização Marítima;Frota"," mercados e retrofitting;Avaliar a situação da frota global e brasileira quanto a combustíveis alternativos e tecnologias de eficiência"," estimando os efeitos da transição sobre mercados"," renovação de frotas"," novas construções e retrofitting.;M2;""M1; M3"";""Dataset de frota; gráficos de renovação; matriz de retrofitting; cenários."";Integração dos dados de frota com os cenários de demanda e capacidade produtiva.;""frota; retrofitting; renovação; eficiência"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A14;Tomo I — Descarbonização Marítima;Potencial brasileiro em combustíveis renováveis e logística verde;Analisar o potencial competitivo do Brasil na produção e no uso de combustíveis renováveis para o transporte marítimo e identificar necessidades de infraestrutura portuária e logística verde.;M3;""M1; M2"";""Mapa de oportunidades; requisitos de infraestrutura; síntese de desafios regulatórios e logísticos."";Integração com políticas industriais"," energia"," portos e cenários de demanda.;""combustíveis renováveis; portos; logística verde; Brasil"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B01;Tomo II — Construção Naval Mundial;Estrutura"," produção e competitividade da construção naval mundial;Analisar a trajetória e a estrutura atual da construção naval mundial"," incluindo produção"," capacidade"," estaleiros"," grupos empresariais"," especialização"," seriação"," tecnologia"," cadeia produtiva"," protecionismo e impactos recentes.;M1;""M2; M3"";""Banco comparativo de estaleiros; ranking por segmento; mapas de capacidade; síntese de competitividade."";Definição da tipologia de estaleiros"," segmentos e indicadores comparáveis.;""construção naval mundial; estaleiros; capacidade; competitividade"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B02;Tomo II — Experiências Internacionais;Casos nacionais de desenvolvimento da construção naval;Comparar China"," Coreia do Sul"," Japão"," Singapura"," Estados Unidos"," países europeus"," Índia"," Vietnã e Indonésia quanto a estrutura empresarial"," tecnologia"," fornecedores"," recursos humanos"," produtividade"," inserção internacional e estratégias de catching-up.;M3;""M1; M2; consultorias internacionais"";""Fichas de casos; matriz comparativa de políticas e resultados; registro de visitas técnicas."";Consolidação dos roteiros e evidências das missões internacionais documentadas no calendário do estudo.;""China; Coreia; Japão; Índia; catching-up; política industrial"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B03;Tomo II — Construção Naval no Brasil;Histórico e desempenho da construção naval e offshore brasileira;Reconstituir a evolução da indústria moderna"," planos e programas"," ciclos de 1970–1980 e 2000–2010"," construção offshore e militar"," embarcações fluviais"," estrutura empresarial"," contratos"," preços"," prazos"," produção e fatores explicativos.;M1;""M2; M3"";""Linha do tempo; base histórica de projetos; diagnóstico de sucessos e falhas; página Brasil."";Harmonização dos períodos históricos e das definições de produção e capacidade.;""construção naval brasileira; ciclos; offshore; histórico"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B04;Tomo II — Estaleiros Brasileiros;Inventário nacional de estaleiros e instalações;Levantar estaleiros e instalações de construção"," fabricação e integração de módulos"," reparo"," conversão e desmonte"," em operação ou não"," registrando localização"," organização"," infraestrutura e especialização.;M1;""M2; M3; equipes de campo"";""Cadastro georreferenciado de instalações; fichas padronizadas; documentação de visitas."";Definição dos campos obrigatórios do cadastro e protocolo de validação de campo.;""estaleiros; instalações; cadastro; georreferenciamento"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B05;Tomo II — Estaleiros Brasileiros;Capacidade produtiva"," carteira e potencial de reativação;Avaliar capacidade produtiva"," engenharia"," processos"," gestão"," carteira"," desempenho"," cadeia regional e potencial de modernização"," reativação ou adaptação dos estaleiros para segmentos viáveis.;M1;""M2; M3"";""Matriz de capacidade; avaliação de potencial; fichas de estaleiro; mapa de oportunidades."";Resultados do inventário B04 e critérios de avaliação tecnológica e econômica.;""capacidade produtiva; modernização; reativação; estaleiros"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B06;Tomo II — Reparo e Descomissionamento;Reparo"," conversão"," desmantelamento e descomissionamento;Analisar o mercado mundial"," a regulação e a capacidade brasileira para reparo"," docagem"," conversão"," modernização"," retrofitting e desmantelamento"," considerando a competição internacional.;M1;""M2; M3"";""Página de serviços navais; matriz de demanda e capacidade; oportunidades e riscos regulatórios."";Integração com o inventário de instalações e com a agenda offshore.;""reparo; conversão; docagem; desmantelamento"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B07;Tomo II — Cadeia Produtiva;Cadeia de suprimentos e conteúdo nacional;Comparar a nacionalização de componentes nos principais países produtores e mapear"," no Brasil"," localização"," capacidade"," dependências externas"," lacunas tecnológicas e relações entre estaleiros e fornecedores.;M3;""M1; M2"";""Mapa da cadeia; cadastro de fornecedores; matriz de conteúdo nacional; análise por cadeia civil"," fluvial"," offshore e militar."";Critérios de classificação de componentes"," fornecedores e índice de nacionalização.;""cadeia produtiva; navipeças; conteúdo nacional; siderurgia"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B08;Tomo II — Tecnologia e Recursos Humanos;Padrão tecnológico"," P&D e formação profissional;Avaliar a capacitação em engenharia de produto e processo"," gestão da produção"," perfil da força de trabalho"," sistema de P&D e formação de recursos humanos de nível básico"," técnico e superior.;M1;""M3; M2"";""Matriz de competências; mapa de instituições de P&D e formação; lacunas de qualificação."";Definição das categorias de competência e das fontes institucionais.;""tecnologia; P&D; recursos humanos; qualificação"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B09;Tomo II — Produtividade e Competitividade;Indicadores"," benchmarking e inserção competitiva;Desenvolver metodologia de avaliação tecnológica e indicadores simplificados de desempenho"," comparando classes de estaleiros mundiais e brasileiros e propondo alternativas de inserção competitiva"," metas e prioridades.;M1;""M2; M3"";""Metodologia; painel de indicadores; benchmarking; fichas de posicionamento competitivo."";Disponibilidade e comparabilidade dos dados de produtividade"," capacidade e desempenho.;""produtividade; benchmarking; desempenho; competitividade"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B10;Tomo II — Descarbonização Industrial;Oportunidades e desafios para a indústria naval;Diagnosticar as mudanças exigidas pela transição energética no projeto"," produção"," conversão e reparo"," incluindo novos combustíveis"," eficiência"," captura de carbono e descarbonização dos processos de construção.;M1;""M2; M3"";""Matriz de competências e tecnologias; mapa de lacunas industriais; agenda de oportunidades e desafios."";Integração com A11–A14 e com a avaliação da base produtiva.;""descarbonização industrial; projeto naval; construção limpa"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C01;Tomo III — Fundamentos;Fundamentos e tendências da política industrial marítima;Revisar conceitos e literatura de política industrial"," transformações ambientais e geopolíticas"," políticas brasileiras e justificativas econômicas"," estratégicas e geopolíticas para políticas marítimas e navais.;M3;""M2; M1"";""Marco conceitual; linha do tempo; matriz de instrumentos; síntese para o Portal Naval."";Definição da metodologia de análise de políticas setoriais.;""política industrial; política marítima; governança"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C02;Tomo III — Marinha Mercante no Mundo;Políticas mundiais de marinha mercante;Comparar justificativas"," modelos e instrumentos de proteção e incentivo em países marítimos"," abrangendo registros"," financiamento"," subsídios"," incentivos fiscais"," reserva de mercado"," tripulação e desenvolvimento tecnológico.;M3;""M2; M1"";""Fichas de países; matriz de instrumentos; casos de sucesso e falha; comparativo internacional."";Critérios homogêneos para análise dos países e seleção dos casos relevantes.;""marinha mercante; incentivos; registros; financiamento"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C03;Tomo III — Construção Naval no Mundo;Políticas mundiais de construção naval;Analisar a relação entre políticas de construção naval e transporte marítimo"," os ciclos de industrialização"," a realocação geográfica"," os mecanismos de proteção"," cooperação e catching-up tecnológico.;M3;""M1; M2"";""Matriz internacional de políticas; fichas de casos; lições aplicáveis ao Brasil."";Integração com B01"," B02 e a evidência das visitas internacionais.;""política naval; construção naval; catching-up; cooperação"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C04;Tomo III — Políticas Brasileiras;Políticas brasileiras de marinha mercante e construção naval;Reconstituir políticas para marinha mercante"," construção naval"," transporte hidroviário"," óleo e gás"," energias oceânicas e defesa"," incluindo planos"," ciclos"," conteúdo local"," legislação tributária e BR do Mar.;M3;""M2; M1"";""Linha do tempo normativa; matriz de instrumentos; avaliação de resultados e cenário atual."";Levantamento documental e validação jurídica/regulatória.;""Brasil; BR do Mar; conteúdo local; políticas marítimas"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C05;Tomo III — FMM;Fundo da Marinha Mercante"," AFRMM e financiamento;Avaliar histórico"," regulamentação"," arrecadação"," distribuição"," aplicação"," projetos financiados"," custo de capital"," contas vinculadas"," riscos"," garantias"," efeitos distributivos e impacto regional do FMM.;M3;""M2; M1"";""Painel financeiro; fluxos do FMM/AFRMM; simulações representativas; análise de eficiência e eficácia."";Acesso a séries financeiras e definição das premissas para simulações.;""FMM; AFRMM; financiamento; custo de capital"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C06;Tomo III — Setores Críticos;Siderurgia"," materiais"," equipamentos e conteúdo nacional;Analisar políticas industriais e perfil de nacionalização nos países produtores e no Brasil"," destacando siderurgia"," materiais"," equipamentos navais"," fabricantes"," capacidade"," tecnologia"," recursos humanos e cenários prospectivos.;M3;""M1; M2"";""Mapa de fornecedores críticos; fichas de fabricantes; matriz de nacionalização; oportunidades e desafios."";Integração com B07 e com dados empresariais verificáveis.;""siderurgia; equipamentos navais; fornecedores; nacionalização"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C07;Tomo III — Ciclos Históricos;Diagnóstico dos ciclos de expansão e queda;Comparar os ciclos brasileiros de 1970–1980 e 2000–2010 com Coreia do Sul e China"," identificando causas endógenas e exógenas"," problemas sistêmicos"," sucessos"," falhas e lições.;M2;""M1; M3"";""Estudo comparativo; matriz de causas; lições de política; síntese visual para o portal."";Compatibilização da narrativa histórica com B02"," B03 e C04.;""ciclos industriais; Coreia; China; lições"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C08;Tomo III — Cenário Internacional;Fatores geopolíticos e ambientais críticos;Examinar mudanças tecnológicas"," ambientais e geopolíticas nos mercados de energia"," navegação e defesa e suas implicações para a retomada da indústria naval brasileira.;M3;""M2; M1"";""Mapa de riscos e oportunidades; cenários externos; nota estratégica."";Definição dos horizontes temporais e variáveis críticas.;""geopolítica; ambiente; energia; defesa; riscos"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C09;Tomo III — Instituições;Cenários econômicos e institucionais para a indústria marítima;Avaliar a organização institucional do Estado"," a estabilidade programática"," a capacitação das agências"," os riscos políticos e regulatórios e as condições para reorientar políticas industriais e modelos setoriais.;M3;""M2; M1"";""Mapa institucional; matriz de riscos; cenários e estratégias; recomendações para o Relatório 2."";Integração das conclusões de todos os tomos e validação pela coordenação geral.;""instituições; regulação; governança; cenários"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D01;Tomo IV — Diagnóstico Integrado;Cenários de demanda e inserção competitiva;Consolidar projeções de transporte marítimo"," navegação interior"," offshore"," energias oceânicas e defesa"," simulando condições de custo"," prazo"," qualidade"," confiabilidade"," barreiras e incentivos para gerar demanda efetiva à indústria brasileira.;M2;""M1; M3"";""Painel integrado de cenários; matriz de segmentos prioritários; avaliação de investimentos"," modernização e expansão."";Conclusão dos diagnósticos setoriais e definição das premissas comuns.;""cenários de demanda; integração; investimentos; segmentos"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D02;Tomo IV — Conclusões;Conclusões do Relatório 1 e agenda do Relatório 2;Sintetizar as conclusões apoiadas nas evidências"," explicitar incertezas e lacunas"," indicar segmentos estratégicos e questões que orientarão políticas e o Plano de Ação do Relatório 2.;M3;""M1; M2"";""Resumo executivo; conclusões; agenda do Relatório 2; página de encerramento; versão pública para o portal."";Validação final"," revisão cruzada"," aprovação editorial e definição do que será publicado.;""conclusões; prioridades; Plano de Ação; Relatório 2"";Planejada;Atividade de desenvolvimento + ficha pública;Público após aprovação;Texto revisado"," fontes registradas"," responsável confirmado e ficha de portal preenchida.;Estrutura-Relatorio_1.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
